id,title,gender,origin_id,meaning,used_in,additional_info
522,Caroline,Girl,19,Free man,"Danish, English and French speaking countries","French cognate of Carolina.  It was borne by Caroline Brunswick, queen consort to King George IV, Caroline of Brandenburg-Ansbach, queen consort to King George II and by Lady Caroline Lamb, mistress of the poet Lord Byron.  ""Sweet Caroline"" is the name of"
523,Carolyn,Girl,19,Free man,English speaking countries,Variation on Caroline under influence of Lynn.
524,Carrie,Girl,15,N/A,English speaking countries,"A nickname to Car-names such as Caroline, Carissa, etc.   Also may be used as a name in its own right, perhaps as a alternate spelling to Kerry."
525,Carson,Boy,18,N/A,English speaking countries,"Many Western U.S. cities and towns are called ""Carson"" after American explorer and frontiersman Kit Carson."
526,Carter,Boy,15,Transporter of materials,English speaking countries,"In English, a ""carter"" is someone who carries materials in a cart.  Carter is a common English surname, though it has recently gained popularity as boys' first name in English-speaking countries. As a surname, famous bearers include US President Jimmy Car"
527,Cary,Boy,15,Uncertain; possibly pleasant stream,English speaking countries,At first a placename based on the Celtic name of a nearby river it later made the transfer to surname and finally in the twentieth century to given name.
528,Caryn,Girl,21,Pure,English speaking countries,"Alternative spelling of Carin, Karin under influence of the recent trend of replacing i's with y's."
529,Carys,Girl,48,Love,English and Welsh speaking countries,From the Welsh 'câr' (love).
530,Casandra,Girl,21,She who entangles men,English speaking countries,
531,Case,Boy,15,Case; condition; argument,English speaking countries,
532,Casey,Both,15,From Cayce,English speaking countries,"Casey was first used as an honorary nickname for American folk hero Jonathan 'Casey' Jones. He acquired his nickname from his birthplace, Cayce, in Kentucky. Casey is also a last name, an anglicised form of the Irish Gaelic surname Ó Cathasaigh. This mean"
533,Casie,Both,25,From Cayce,English speaking countries,
534,Cassia,Girl,23,Cinnamon-like bark,English speaking countries,Feminine form of the Roman family name Cassius. It may also be derived from the name of the flowering spice tree of the same name (also sometimes known as Senna).
535,Cassidy,Both,18,Curly,English speaking countries,"Anglicised form of the Gaelic surname Ó Caiside ('descendant of Caiside'). This surname is currently also used as a first name for both genders. It was the surname of Wild West bank and train robber Butch Cassidy, and American singer Eva Cassidy."
536,Cassie,Girl,21,She who entangles men,English speaking countries,Nickname for Cass- names such as Cassandra.
537,Cassondra,Girl,21,She who entangles men,English speaking countries,
538,Catalina,Girl,21,Pure,English and Spanish speaking countries,Catalina is an island off the coast of California.  It is also the name of a type of salad dressing. Femine form of the male Romanian Catalin.
539,Cate,Girl,21,Pure,English speaking countries,Cate is a nickname for Catherine.  Academy award winning actress Cate Blanchett was born Catherine Elise Blanchett.
540,Catherine,Girl,21,Pure,English speaking countries,"A French form of Katherine commonly used in English.  Catherine is the name of several important Christian saints, and has been used by European royal families for centuries."
541,Cathleen,Girl,18,Pure,English speaking countries,
542,Cathryn,Girl,21,Pure,English speaking countries,Spelling variant of Catherine.
543,Cathy,Girl,21,Pure,English speaking countries,Nickname for Catherine.
544,Catrina,Girl,21,Pure,English speaking countries,"Catrina is an anglicised form of Catríona, a Scottish and Irish form of Katherine."
545,Cayden,Boy,15,N/A,English speaking countries,
546,Cayla,Girl,23,Crown; laurel,English speaking countries,
547,Cecelia,Girl,27,Blind,English speaking countries,Variant spelling of Cecilia. Cecelia Ahern is an Irish author and daughter of current Irish Prime Minister Bertie Ahern.
548,Cecil,Boy,27,Blind,English and Welsh speaking countries,"Cecil is either a deriviation of the Roman family name Caecilius, or from the Welsh word 'seissylt' (sixth), given to the sixth child."
549,Cecilia,Girl,27,Blind,English speaking countries,"Saint Cecilia, patroness of music, was martyred in the third century. Cécilia Sarkozy is the wife of current French president Nicolas Sarkozy."
550,Cecily,Girl,27,Blind,English speaking countries,
551,Cedric,Boy,28,N/A,English and French speaking countries,"First used in Sir Walter Scott's ""Ivanhoe.""  Possibly derived from a celtic word meaning ""first choice.""<br />
<br />
Cedric the Entertainer is an American comedian, and Cedric Diggory is a character in the Harry Potter series. The Nissan Cedric is a lu"
552,Celena,Girl,21,Moon,English speaking countries,
553,Celeste,Girl,17,Heavenly; divine,English and French speaking countries,"From the Latin 'caelestis' which means 'heavenly', 'divine'.  It is spelt Céleste in French.<br />
<br />
For a long time, Celeste has been more bestowed on boys than on girls, probably taken as a variant of Célestin. The trend was reversed first in Eng"
554,Celia,Girl,27,Heaven; blind,"English, Polish and Spanish speaking countries","Celia might be a short form of Cecilia, from the Latin meaning ""blind"".<br />
<br />
Celia is also an Italian and Spanish name derived from the Latin 'caelum' meaning ""heaven"". <br />
<br />
In Shakespeare's 'As You Like It' Celia is the daughter of D"
555,Celina,Girl,21,Moon,"English, Italian and Polish speaking countries","Polish form of Selene.<br />
<br />
It is also a variant of the French Céline; as well as a diminutive form of the Italian Celia."
556,Cerys,Girl,48,Love,English speaking countries,Respelling of Carys.
557,Chad,Boy,15,N/A,English speaking countries,"Chad is a country in central Africa. Lake Chad is a large wetland area in the country.<br />
<br />
St Chad was an early English saint, who was Bishop of Northumbria and later Bishop of Mercia.<br />
<br />"
558,Chadrick,Boy,15,N/A,English speaking countries,"Name composed of the Old-English element 'ceadda' and the Germanic 'rijk'. The latter is one of the most common Germanic name elements and has been associated with 'powerful, might' but the meaning of 'ceadda' is uncertain."
559,Chadwick,Boy,15,Ceadda's dairy farm,English speaking countries,
560,Chaim,Boy,23,Life,English speaking countries,
561,Chana,Girl,23,Grace; favour,English and Hebrew speaking countries,Variant transcription of Hannah.
562,Chance,Boy,15,Good fortune,English speaking countries,
563,Chandler,Boy,15,Candle seller,English speaking countries,"Chandler was a main character on the popular American television show ""Friends""."
564,Chandra,Both,39,The moon; shining,English and Hindi speaking countries,"In Hinduism, a son of Krishna and a name of Lakshmi."
565,Chanel,Both,17,"Channel, pipe",English and French speaking countries,
566,Chanelle,Girl,17,"Channel, pipe",English speaking countries,Respelling of Chanel.
567,Channing,Boy,15,Knowing,English speaking countries,
568,Chantal,Girl,17,Place of stones,English and French speaking countries,At first a French family name. It came into use as a first name at the beginning of the 20th century.
569,Chantel,Girl,17,Place of stones,English speaking countries,A spelling variant on Chantal.
570,Chantelle,Girl,17,Place of stones,English speaking countries,A modern respelling of Chantal.
571,Charis,Girl,21,Grace; charm,English speaking countries,"The name of a wife of the Greek god Hephaestus. A Charis was also a member of the Charites, or Graces, goddesses who represented the most favorable qualities of women."
572,Charissa,Girl,21,Grace; charm,English speaking countries,
573,Charity,Girl,15,Charity; generous love,English speaking countries,
574,Charlene,Girl,19,Free man,English speaking countries,
575,Charles,Boy,20,Free man,English and French speaking countries,"From the Germanic word karl meaning ""free man"", akin to Old English ceorl ""man"".<br />
Charles is the French form of the name. There have been ten French kings named Charles, including Charlemagne (Charles the Great). Under Charlemagne's rule the Frankis"
576,Charli,Girl,0,,English speaking countries,
577,Charlie,Boy,20,Free man,English speaking countries,"Charlie is very popular as a stand-alone name in the UK, rated 6h in 2007 (Charles came in at 52nd). It was ranked only 337th in the US.<br />
<br />
Charlie is also used occasionally as a nickname for the feminine name Charlotte, or other female ""Char"""
578,Charlize,Girl,20,Free man,English speaking countries,"Variant of Charlotte under influence of Elizabeth. <br />
<br />
Charlize Theron is a South African actress and model."
579,Charlotte,Girl,20,Free man,English and French speaking countries,"Charlotte is a feminine form of the name Charles; though often interpreted as ""woman"" or ""feminine,"" Charlotte might equally be interpreted as ""masculine.""  Many texts reconcile these differences by defining Charlotte as ""strong woman."" Whilst moderately"
580,Charmaine,Girl,27,N/A,English speaking countries,
581,Chase,Boy,15,Huntsman,English speaking countries,"In English, to ""chase"" means to hunt or pursue.  Until about twenty years ago, Chase was encountered most frequently as a surname; it is now among the top 100 names for boys in the U.S."
582,Chasity,Girl,15,"Chastity, chaste",English speaking countries,"Chasity, a misspelling of the name Chastity, has become quite popular in its own right in the U.S."
583,Chastity,Girl,15,"Chastity, chaste",English speaking countries,Chastity first gained popularity among the Puritans of England and the American colonies; it is one of the few virtue names that has survived to modern times.
584,Chauncey,Boy,15,N/A,English speaking countries,
585,Chaya,Girl,23,"Alive, living","English, Hebrew and Hindi speaking countries",
586,Chaz,Boy,19,Free man,English speaking countries,
587,Chelsea,Girl,15,Chalk landing place,English speaking countries,"Chelsea is a district of London, England and the name of several places in the States. A Chelsea Bun is a type of cake, formed in the shape of a spiral and made of a yeast dough with a sweet glaze.<br />
<br />
A famous bearer is Chelsea Clinton, daught"
